2025-04-13T02:30:30.942Z | IP: ::1 | UserID: cec9dd26-fef3-41d5-807e-91f3e30ac2d5 | Method: GET | URL: / | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 YaBrowser/25.2.0.0 Safari/537.36
2025-04-13T12:00:26.434Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /favicon.ico | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:00:33.154Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /logreg.html | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:00:33.281Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /fonts/raleway-black.woff2 | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:00:33.291Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /fonts/raleway-regular.woff2 | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:00:35.746Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /login.html | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:00:35.875Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /fonts/raleway-black.woff2 | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:00:35.877Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /fonts/raleway-regular.woff2 | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:07.437Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: POST | URL: /login | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:07.513Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /pyk | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:07.625Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /fonts/raleway-black.woff2 | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:07.626Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /fonts/raleway-regular.woff2 | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:17.034Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /view-statistics.html | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:19.018Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /sales-statistics.html | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:19.242Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /categories | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:01:45.927Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /visits-sales-statistics.html | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
2025-04-13T12:03:11.551Z | IP: ::1 | UserID: a746b971-64ba-4c55-94e4-97add063e82f | Method: GET | URL: /visits-sales-statistics.html | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0
